Player,Team,G,MP,TS%,MPG
B.J. Johnson,ORL,10.0,83.0,0.412,8.3
Bam Adebayo,MIA,72.0,2417.0,0.598,33.56944444444444
Ben McLemore,HOU,71.0,1619.0,0.622,22.802816901408452
Ben Simmons,PHI,57.0,2017.0,0.602,35.3859649122807
Bismack Biyombo,CHO,53.0,1029.0,0.57,19.41509433962264
Blake Griffin,DET,18.0,512.0,0.476,28.444444444444443
Boban Marjanović,DAL,44.0,422.0,0.612,9.590909090909092
Bobby Portis,NYK,66.0,1393.0,0.53,21.106060606060606
Bogdan Bogdanović,SAC,61.0,1766.0,0.565,28.950819672131146
Bojan Bogdanović,UTA,63.0,2083.0,0.603,33.06349206349206
Bol Bol,DEN,7.0,87.0,0.617,12.428571428571429
Brad Wanamaker,BOS,71.0,1369.0,0.577,19.281690140845072
Bradley Beal,WAS,57.0,2053.0,0.579,36.01754385964912
Brandon Clarke,MEM,58.0,1300.0,0.663,22.413793103448278
Brandon Goodwin,ATL,34.0,430.0,0.507,12.647058823529411
Brandon Ingram,NOP,62.0,2104.0,0.587,33.935483870967744
Brandon Knight,2TM,25.0,462.0,0.503,18.48
Brian Bowen,IND,6.0,31.0,0.3,5.166666666666667
Brook Lopez,MIL,68.0,1817.0,0.551,26.720588235294116
Bruce Brown,DET,58.0,1634.0,0.518,28.17241379310345
Bruno Caboclo,2TM,30.0,244.0,0.484,8.133333333333333
Bruno Fernando,ATL,56.0,713.0,0.542,12.732142857142858
Bryn Forbes,SAS,63.0,1579.0,0.57,25.063492063492063
Buddy Hield,SAC,72.0,2216.0,0.566,30.77777777777778
C.J. Miles,WAS,10.0,161.0,0.472,16.1
CJ McCollum,POR,70.0,2556.0,0.541,36.51428571428571
Caleb Martin,CHO,18.0,317.0,0.595,17.61111111111111
Caleb Swanigan,2TM,27.0,288.0,0.597,10.666666666666666
Cam Reddish,ATL,58.0,1551.0,0.5,26.74137931034483
Cameron Johnson,PHO,57.0,1255.0,0.586,22.017543859649123
Cameron Payne,PHO,8.0,183.0,0.612,22.875
Caris LeVert,BRK,45.0,1330.0,0.514,29.555555555555557
Carmelo Anthony,POR,58.0,1902.0,0.525,32.793103448275865
Carsen Edwards,BOS,37.0,351.0,0.444,9.486486486486486
Cedi Osman,CLE,65.0,1910.0,0.552,29.384615384615383
Chandler Hutchison,CHI,28.0,527.0,0.521,18.821428571428573
Chandler Parsons,ATL,5.0,54.0,0.389,10.8
Charlie Brown Jr.,ATL,10.0,40.0,0.472,4.0
Chasson Randle,GSW,3.0,40.0,0.377,13.333333333333334
Cheick Diallo,PHO,47.0,479.0,0.688,10.191489361702128
Chimezie Metu,SAS,18.0,105.0,0.608,5.833333333333333
Chris Boucher,TOR,62.0,819.0,0.587,13.209677419354838
Chris Chiozza,2TM,28.0,401.0,0.499,14.321428571428571
Chris Clemons,HOU,33.0,291.0,0.548,8.818181818181818
Chris Paul,OKC,70.0,2208.0,0.61,31.542857142857144
Chris Silva,MIA,44.0,346.0,0.651,7.863636363636363
Christian Wood,DET,62.0,1325.0,0.659,21.370967741935484
Clint Capela,HOU,39.0,1279.0,0.626,32.794871794871796
Coby White,CHI,65.0,1674.0,0.506,25.753846153846155
Cody Martin,CHO,48.0,903.0,0.505,18.8125
Cody Zeller,CHO,58.0,1341.0,0.576,23.120689655172413
Collin Sexton,CLE,65.0,2143.0,0.56,32.96923076923077
Corey Brewer,SAC,5.0,33.0,0.47,6.6
Cory Joseph,SAC,72.0,1759.0,0.517,24.430555555555557
Courtney Lee,DAL,24.0,345.0,0.629,14.375
Cristiano Felício,CHI,22.0,386.0,0.671,17.545454545454547
D'Angelo Russell,2TM,45.0,1452.0,0.556,32.266666666666666
D.J. Augustin,ORL,57.0,1420.0,0.554,24.912280701754387
D.J. Wilson,MIL,37.0,363.0,0.475,9.81081081081081
DaQuan Jeffries,SAC,13.0,141.0,0.586,10.846153846153847
Damian Jones,ATL,55.0,887.0,0.712,16.12727272727273
Damian Lillard,POR,66.0,2474.0,0.627,37.484848484848484
Damion Lee,GSW,49.0,1423.0,0.548,29.040816326530614
Damyean Dotson,NYK,48.0,836.0,0.527,17.416666666666668
Daniel Gafford,CHI,43.0,609.0,0.686,14.162790697674419
Daniel Theis,BOS,65.0,1566.0,0.631,24.092307692307692
Danilo Gallinari,OKC,62.0,1834.0,0.612,29.580645161290324
Danny Green,LAL,68.0,1687.0,0.552,24.808823529411764
Dante Exum,2TM,35.0,485.0,0.576,13.857142857142858
Danuel House Jr.,HOU,63.0,1913.0,0.572,30.365079365079364
Dario Šarić,PHO,66.0,1632.0,0.592,24.727272727272727
Darius Bazley,OKC,61.0,1130.0,0.497,18.524590163934427
Darius Garland,CLE,59.0,1824.0,0.498,30.915254237288135
Daryl Macon,MIA,4.0,14.0,0.5,3.5
David Nwaba,BRK,20.0,268.0,0.627,13.4
De'Aaron Fox,SAC,51.0,1634.0,0.558,32.03921568627451
De'Andre Hunter,ATL,63.0,2018.0,0.521,32.03174603174603
De'Anthony Melton,MEM,60.0,1167.0,0.501,19.45
DeAndre Jordan,BRK,56.0,1234.0,0.682,22.035714285714285
DeAndre' Bembry,ATL,43.0,915.0,0.5,21.27906976744186
DeMar DeRozan,SAS,68.0,2316.0,0.603,34.05882352941177
DeMarre Carroll,2TM,24.0,290.0,0.515,12.083333333333334
Dean Wade,CLE,12.0,71.0,0.744,5.916666666666667
Deandre Ayton,PHO,38.0,1236.0,0.568,32.526315789473685
Dejounte Murray,SAS,66.0,1687.0,0.524,25.560606060606062
Delon Wright,DAL,73.0,1570.0,0.554,21.506849315068493
Dennis Schröder,OKC,65.0,1999.0,0.575,30.753846153846155
Dennis Smith Jr.,NYK,34.0,537.0,0.399,15.794117647058824
Denzel Valentine,CHI,36.0,488.0,0.511,13.555555555555555
Deonte Burton,OKC,39.0,356.0,0.396,9.128205128205128
Derrick Favors,NOP,51.0,1243.0,0.62,24.372549019607842
Derrick Jones Jr.,MIA,59.0,1375.0,0.62,23.305084745762713
Derrick Rose,DET,50.0,1298.0,0.555,25.96
Derrick Walton,2TM,26.0,248.0,0.617,9.538461538461538
Derrick White,SAS,68.0,1677.0,0.593,24.66176470588235
Devin Booker,PHO,70.0,2512.0,0.618,35.885714285714286
Devon Hall,OKC,11.0,81.0,0.298,7.363636363636363
Devontae Cacok,LAL,1.0,9.0,0.5,9.0
Devonte' Graham,CHO,63.0,2211.0,0.537,35.095238095238095
Dewan Hernandez,TOR,6.0,28.0,0.432,4.666666666666667
Dewayne Dedmon,2TM,44.0,774.0,0.473,17.59090909090909
Dillon Brooks,MEM,73.0,2112.0,0.51,28.931506849315067
Dion Waiters,2TM,10.0,207.0,0.521,20.7
Domantas Sabonis,IND,62.0,2159.0,0.586,34.82258064516129
Donovan Mitchell,UTA,69.0,2364.0,0.558,34.26086956521739
Donta Hall,2TM,9.0,133.0,0.652,14.777777777777779
Donte DiVincenzo,MIL,66.0,1520.0,0.557,23.03030303030303
Dorian Finney-Smith,DAL,71.0,2120.0,0.595,29.859154929577464
Doug McDermott,IND,69.0,1372.0,0.62,19.884057971014492
Dragan Bender,2TM,16.0,286.0,0.545,17.875
Draymond Green,GSW,43.0,1222.0,0.489,28.41860465116279
Drew Eubanks,SAS,22.0,272.0,0.682,12.363636363636363
Duncan Robinson,MIA,73.0,2166.0,0.684,29.671232876712327
Dusty Hannahs,MEM,2.0,13.0,0.607,6.5
Dwayne Bacon,CHO,39.0,687.0,0.419,17.615384615384617
Dwight Howard,LAL,69.0,1306.0,0.696,18.92753623188406
Dwight Powell,DAL,40.0,1061.0,0.677,26.525
Dāvis Bertāns,WAS,54.0,1583.0,0.628,29.314814814814813
Džanan Musa,BRK,40.0,487.0,0.484,12.175
E'Twaun Moore,NOP,56.0,1020.0,0.51,18.214285714285715
Ed Davis,UTA,28.0,303.0,0.489,10.821428571428571
Edmond Sumner,IND,31.0,447.0,0.491,14.419354838709678
Elfrid Payton,NYK,45.0,1246.0,0.47,27.68888888888889
Elie Okobo,PHO,55.0,719.0,0.516,13.072727272727272
Emmanuel Mudiay,UTA,54.0,850.0,0.543,15.74074074074074
Enes Freedom,BOS,58.0,983.0,0.599,16.948275862068964
Eric Bledsoe,MIL,61.0,1646.0,0.571,26.983606557377048
Eric Gordon,HOU,36.0,1016.0,0.51,28.22222222222222
Eric Mika,SAC,1.0,19.0,0.773,19.0
Eric Paschall,GSW,60.0,1654.0,0.571,27.566666666666666
Ersan İlyasova,MIL,63.0,986.0,0.589,15.65079365079365
Evan Fournier,ORL,66.0,2076.0,0.595,31.454545454545453
Evan Turner,ATL,19.0,251.0,0.424,13.210526315789474
Frank Jackson,NOP,59.0,797.0,0.51,13.508474576271187
Frank Kaminsky,PHO,39.0,777.0,0.545,19.923076923076923
Frank Mason III,MIL,9.0,118.0,0.53,13.11111111111111
Frank Ntilikina,NYK,57.0,1187.0,0.497,20.82456140350877
Fred VanVleet,TOR,54.0,1928.0,0.553,35.7037037037037
Furkan Korkmaz,PHI,72.0,1559.0,0.579,21.65277777777778
Gabe Vincent,MIA,9.0,83.0,0.297,9.222222222222221
Garrett Temple,BRK,62.0,1730.0,0.513,27.903225806451612
Garrison Mathews,WAS,18.0,227.0,0.691,12.61111111111111
Gary Clark,2TM,42.0,567.0,0.568,13.5
Gary Harris,DEN,56.0,1780.0,0.519,31.785714285714285
Gary Payton II,WAS,29.0,432.0,0.473,14.89655172413793
Gary Trent Jr.,POR,61.0,1332.0,0.587,21.83606557377049
George Hill,MIL,59.0,1271.0,0.659,21.54237288135593
Georges Niang,UTA,66.0,923.0,0.589,13.984848484848484
Giannis Antetokounmpo,MIL,63.0,1917.0,0.613,30.428571428571427
Glenn Robinson III,2TM,62.0,1786.0,0.577,28.806451612903224
Goga Bitadze,IND,54.0,471.0,0.523,8.722222222222221
Goran Dragić,MIA,59.0,1663.0,0.573,28.1864406779661
Gordon Hayward,BOS,52.0,1740.0,0.595,33.46153846153846
Gorgui Dieng,2TM,63.0,1096.0,0.568,17.396825396825395
Grant Williams,BOS,69.0,1043.0,0.505,15.115942028985508
Grayson Allen,MEM,38.0,718.0,0.609,18.894736842105264
Hamidou Diallo,OKC,46.0,896.0,0.491,19.47826086956522
Harrison Barnes,SAC,72.0,2482.0,0.574,34.47222222222222
Harry Giles,SAC,46.0,667.0,0.58,14.5
Hassan Whiteside,POR,67.0,2008.0,0.644,29.970149253731343
Henry Ellenson,BRK,5.0,15.0,0.143,3.0
Ian Mahinmi,WAS,38.0,808.0,0.545,21.263157894736842
Ignas Brazdeikis,NYK,9.0,53.0,0.351,5.888888888888889
Iman Shumpert,BRK,13.0,241.0,0.403,18.53846153846154
Isaac Bonga,WAS,66.0,1250.0,0.608,18.939393939393938
Isaiah Hartenstein,HOU,23.0,266.0,0.674,11.565217391304348
Isaiah Roby,OKC,3.0,11.0,0.0,3.6666666666666665
Isaiah Thomas,WAS,40.0,925.0,0.531,23.125
Ish Smith,WAS,68.0,1787.0,0.509,26.279411764705884
Ivica Zubac,LAC,72.0,1326.0,0.651,18.416666666666668
J.J. Barea,DAL,29.0,450.0,0.512,15.517241379310345
J.R. Smith,LAL,6.0,79.0,0.372,13.166666666666666
JJ Redick,NOP,60.0,1581.0,0.644,26.35
Ja Morant,MEM,67.0,2074.0,0.556,30.955223880597014
JaKarr Sampson,IND,34.0,471.0,0.615,13.852941176470589
JaMychal Green,LAC,63.0,1307.0,0.576,20.746031746031747
JaVale McGee,LAL,68.0,1130.0,0.652,16.61764705882353
Jabari Parker,2TM,38.0,917.0,0.571,24.13157894736842
Jacob Evans,2TM,29.0,418.0,0.436,14.413793103448276
Jae Crowder,2TM,65.0,1875.0,0.553,28.846153846153847
Jahlil Okafor,NOP,30.0,467.0,0.642,15.566666666666666
Jake Layman,MIN,23.0,505.0,0.544,21.956521739130434
Jakob Poeltl,SAS,66.0,1171.0,0.612,17.742424242424242
Jalen Brunson,DAL,57.0,1022.0,0.553,17.92982456140351
Jalen Lecque,PHO,5.0,32.0,0.46,6.4
Jalen McDaniels,CHO,16.0,293.0,0.574,18.3125
Jamal Crawford,BRK,1.0,6.0,0.625,6.0
Jamal Murray,DEN,59.0,1904.0,0.559,32.271186440677965
James Ennis III,2TM,69.0,1265.0,0.565,18.333333333333332
James Harden,HOU,68.0,2483.0,0.626,36.51470588235294
James Johnson,2TM,32.0,619.0,0.572,19.34375
Jared Dudley,LAL,45.0,364.0,0.558,8.088888888888889
Jared Harper,PHO,3.0,8.0,0.25,2.6666666666666665
Jaren Jackson Jr.,MEM,57.0,1622.0,0.593,28.45614035087719
Jarred Vanderbilt,2TM,11.0,46.0,0.676,4.181818181818182
Jarrell Brantley,UTA,9.0,96.0,0.416,10.666666666666666
Jarrett Allen,BRK,70.0,1852.0,0.664,26.457142857142856
Jarrett Culver,MIN,63.0,1506.0,0.467,23.904761904761905
Jarrod Uthoff,2TM,7.0,53.0,0.503,7.571428571428571
Javonte Green,BOS,48.0,468.0,0.564,9.75
Jaxson Hayes,NOP,64.0,1080.0,0.689,16.875
Jaylen Brown,BOS,57.0,1934.0,0.583,33.92982456140351
Jaylen Hoard,POR,13.0,103.0,0.504,7.923076923076923
Jaylen Nowell,MIN,15.0,151.0,0.471,10.066666666666666
Jayson Tatum,BOS,66.0,2265.0,0.567,34.31818181818182
Jeff Green,2TM,48.0,960.0,0.59,20.0
Jeff Teague,2TM,59.0,1464.0,0.557,24.8135593220339
Jerami Grant,DEN,71.0,1892.0,0.591,26.64788732394366
Jeremiah Martin,BRK,9.0,99.0,0.541,11.0
Jeremy Lamb,IND,46.0,1291.0,0.547,28.065217391304348
Jeremy Pargo,GSW,3.0,44.0,0.557,14.666666666666666
Jerian Grant,WAS,6.0,80.0,0.449,13.333333333333334
Jerome Robinson,2TM,63.0,979.0,0.476,15.53968253968254
Jevon Carter,PHO,58.0,945.0,0.563,16.29310344827586
Jimmy Butler,MIA,58.0,1959.0,0.585,33.775862068965516
Joakim Noah,LAC,5.0,50.0,0.608,10.0
Joe Chealey,CHO,4.0,33.0,0.127,8.25
Joe Harris,BRK,69.0,2123.0,0.606,30.768115942028984
Joe Ingles,UTA,72.0,2137.0,0.595,29.680555555555557
Joel Embiid,PHI,51.0,1506.0,0.59,29.529411764705884
John Collins,ATL,41.0,1363.0,0.659,33.24390243902439
John Henson,2TM,40.0,600.0,0.578,15.0
John Konchar,MEM,19.0,181.0,0.713,9.526315789473685
Johnathan Motley,LAC,13.0,41.0,0.774,3.1538461538461537
Johnathan Williams,WAS,15.0,180.0,0.566,12.0
Jonah Bolden,2TM,7.0,47.0,0.392,6.714285714285714
Jonas Valančiūnas,MEM,70.0,1845.0,0.631,26.357142857142858
Jonathan Isaac,ORL,34.0,980.0,0.552,28.823529411764707
Jordan Bell,2TM,29.0,256.0,0.577,8.827586206896552
Jordan Bone,DET,10.0,53.0,0.3,5.3
Jordan Clarkson,2TM,71.0,1705.0,0.574,24.014084507042252
Jordan McLaughlin,MIN,30.0,590.0,0.587,19.666666666666668
Jordan McRae,3TM,37.0,784.0,0.515,21.18918918918919
Jordan Poole,GSW,57.0,1274.0,0.454,22.350877192982455
Josh Gray,NOP,2.0,23.0,0.5,11.5
Josh Hart,NOP,65.0,1755.0,0.563,27.0
Josh Jackson,MEM,22.0,381.0,0.547,17.318181818181817
Josh Magette,ORL,8.0,38.0,0.378,4.75
Josh Okogie,MIN,62.0,1547.0,0.553,24.951612903225808
Josh Reaves,DAL,4.0,28.0,0.405,7.0
Josh Richardson,PHI,55.0,1693.0,0.533,30.78181818181818
Jrue Holiday,NOP,61.0,2117.0,0.537,34.704918032786885
Juan Toscano-Anderson,GSW,13.0,272.0,0.529,20.923076923076923
Juancho Hernangómez,2TM,48.0,833.0,0.518,17.354166666666668
Julius Randle,NYK,64.0,2080.0,0.538,32.5
Justin Anderson,BRK,10.0,107.0,0.352,10.7
Justin Holiday,IND,73.0,1826.0,0.585,25.013698630136986
Justin Jackson,DAL,65.0,1045.0,0.496,16.076923076923077
Justin James,SAC,36.0,232.0,0.477,6.444444444444445
Justin Patton,OKC,5.0,24.0,0.45,4.8
Justin Robinson,WAS,9.0,49.0,0.542,5.444444444444445
Justin Wright-Foreman,UTA,4.0,45.0,0.437,11.25
Justise Winslow,MIA,11.0,352.0,0.44,32.0
Jusuf Nurkić,POR,8.0,253.0,0.567,31.625
Juwan Morgan,UTA,21.0,134.0,0.648,6.380952380952381
KZ Okpala,MIA,5.0,26.0,0.595,5.2
Kadeem Allen,NYK,10.0,117.0,0.512,11.7
Karl-Anthony Towns,MIN,35.0,1187.0,0.642,33.91428571428571
Kawhi Leonard,LAC,57.0,1848.0,0.589,32.421052631578945
Keita Bates-Diop,2TM,44.0,744.0,0.539,16.90909090909091
Kelan Martin,MIN,31.0,495.0,0.506,15.96774193548387
Keldon Johnson,SAS,17.0,301.0,0.711,17.705882352941178
Kelly Olynyk,MIA,67.0,1300.0,0.621,19.402985074626866
Kelly Oubre Jr.,PHO,56.0,1933.0,0.56,34.517857142857146
Kemba Walker,BOS,56.0,1742.0,0.575,31.107142857142858
Kendrick Nunn,MIA,67.0,1962.0,0.534,29.28358208955224
Kenrich Williams,NOP,39.0,832.0,0.429,21.333333333333332
Kent Bazemore,2TM,68.0,1688.0,0.499,24.823529411764707
Kentavious Caldwell-Pope,LAL,69.0,1762.0,0.584,25.536231884057973
Kevin Hervey,OKC,10.0,52.0,0.315,5.2
Kevin Huerter,ATL,56.0,1760.0,0.536,31.428571428571427
Kevin Knox,NYK,65.0,1166.0,0.47,17.93846153846154
Kevin Love,CLE,56.0,1780.0,0.599,31.785714285714285
Kevin Porter Jr.,CLE,50.0,1162.0,0.535,23.24
Kevon Looney,GSW,20.0,262.0,0.403,13.1
Khem Birch,ORL,48.0,922.0,0.566,19.208333333333332
Khris Middleton,MIL,62.0,1853.0,0.619,29.887096774193548
Khyri Thomas,DET,8.0,61.0,0.453,7.625
Kostas Antetokounmpo,LAL,5.0,20.0,0.902,4.0
Kris Dunn,CHI,51.0,1269.0,0.51,24.88235294117647
Kristaps Porziņģis,DAL,57.0,1814.0,0.551,31.82456140350877
Ky Bowman,GSW,45.0,1015.0,0.494,22.555555555555557
Kyle Alexander,MIA,2.0,13.0,0.5,6.5
Kyle Anderson,MEM,67.0,1330.0,0.534,19.850746268656717
Kyle Guy,SAC,3.0,10.0,0.4,3.3333333333333335
Kyle Korver,MIL,58.0,960.0,0.62,16.551724137931036
Kyle Kuzma,LAL,61.0,1526.0,0.531,25.016393442622952
Kyle Lowry,TOR,58.0,2098.0,0.59,36.172413793103445
Kyle O'Quinn,PHI,29.0,313.0,0.544,10.793103448275861
Kyrie Irving,BRK,20.0,658.0,0.595,32.9
LaMarcus Aldridge,SAS,53.0,1754.0,0.571,33.094339622641506
Lance Thomas,BRK,7.0,98.0,0.485,14.0
Landry Shamet,LAC,53.0,1452.0,0.58,27.39622641509434
Langston Galloway,DET,66.0,1702.0,0.584,25.78787878787879
Larry Nance Jr.,CLE,56.0,1472.0,0.608,26.285714285714285
Lauri Markkanen,CHI,50.0,1492.0,0.56,29.84
LeBron James,LAL,67.0,2316.0,0.577,34.56716417910448
Lonnie Walker IV,SAS,61.0,988.0,0.507,16.19672131147541
Lonzo Ball,NOP,63.0,2025.0,0.517,32.142857142857146
Lou Williams,LAC,65.0,1864.0,0.546,28.676923076923078
Louis King,DET,10.0,62.0,0.448,6.2
Luc Mbah a Moute,HOU,3.0,25.0,0.425,8.333333333333334
Luguentz Dort,OKC,36.0,820.0,0.506,22.77777777777778
Luka Dončić,DAL,61.0,2047.0,0.585,33.557377049180324
Luka Šamanić,SAS,3.0,48.0,0.45,16.0
Luke Kennard,DET,28.0,922.0,0.589,32.92857142857143
Luke Kornet,CHI,36.0,559.0,0.539,15.527777777777779
Malcolm Brogdon,IND,54.0,1666.0,0.541,30.85185185185185
Malcolm Miller,TOR,28.0,162.0,0.538,5.785714285714286
Malik Beasley,2TM,55.0,1209.0,0.546,21.98181818181818
Malik Monk,CHO,55.0,1169.0,0.53,21.254545454545454
Malik Newman,CLE,1.0,4.0,0.347,4.0
Marc Gasol,TOR,44.0,1161.0,0.551,26.386363636363637
Marco Belinelli,SAS,57.0,883.0,0.532,15.491228070175438
Marcus Morris,2TM,62.0,1936.0,0.57,31.225806451612904
Marcus Smart,BOS,60.0,1919.0,0.518,31.983333333333334
Marial Shayok,PHI,4.0,28.0,0.4,7.0
Mario Hezonja,POR,53.0,871.0,0.525,16.433962264150942
Markelle Fultz,ORL,72.0,1996.0,0.517,27.72222222222222
Markieff Morris,2TM,58.0,1187.0,0.565,20.46551724137931
Marko Gudurić,MEM,44.0,484.0,0.514,11.0
Marquese Chriss,GSW,59.0,1196.0,0.604,20.271186440677965
Marvin Bagley III,SAC,13.0,334.0,0.512,25.692307692307693
Marvin Williams,2TM,58.0,1129.0,0.587,19.46551724137931
Mason Plumlee,DEN,61.0,1057.0,0.613,17.327868852459016
Matisse Thybulle,PHI,65.0,1287.0,0.539,19.8
Matt Mooney,CLE,4.0,19.0,0.25,4.75
Matt Thomas,TOR,41.0,440.0,0.65,10.731707317073171
Matthew Dellavedova,CLE,57.0,821.0,0.463,14.403508771929825
Maurice Harkless,2TM,62.0,1427.0,0.572,23.016129032258064
Max Strus,CHI,2.0,6.0,0.727,3.0
Maxi Kleber,DAL,74.0,1890.0,0.605,25.54054054054054
Melvin Frazier,ORL,19.0,126.0,0.559,6.631578947368421
Meyers Leonard,MIA,51.0,1034.0,0.627,20.274509803921568
Mfiondu Kabengele,LAC,12.0,64.0,0.614,5.333333333333333
Michael Carter-Williams,ORL,45.0,833.0,0.535,18.511111111111113
Michael Frazier,HOU,13.0,145.0,0.384,11.153846153846153
Michael Kidd-Gilchrist,2TM,25.0,281.0,0.416,11.24
Michael Porter Jr.,DEN,55.0,903.0,0.617,16.418181818181818
Mikal Bridges,PHO,73.0,2042.0,0.62,27.972602739726028
Mike Conley,UTA,47.0,1363.0,0.537,29.0
Mike Muscala,OKC,47.0,572.0,0.569,12.170212765957446
Mike Scott,PHI,68.0,1207.0,0.557,17.75
Miles Bridges,CHO,65.0,1995.0,0.52,30.692307692307693
Mitchell Robinson,NYK,61.0,1412.0,0.726,23.147540983606557
Miye Oni,UTA,10.0,109.0,0.512,10.9
Mo Bamba,ORL,62.0,878.0,0.542,14.161290322580646
Monte Morris,DEN,73.0,1636.0,0.545,22.410958904109588
Montrezl Harrell,LAC,63.0,1749.0,0.607,27.761904761904763
Moritz Wagner,WAS,45.0,835.0,0.638,18.555555555555557
Moses Brown,POR,9.0,33.0,0.407,3.6666666666666665
Mychal Mulder,GSW,7.0,204.0,0.533,29.142857142857142
Myles Turner,IND,62.0,1826.0,0.566,29.451612903225808
Nassir Little,POR,48.0,573.0,0.505,11.9375
Naz Mitrou-Long,IND,5.0,47.0,0.412,9.4
Naz Reid,MIN,30.0,495.0,0.505,16.5
Nemanja Bjelica,SAC,72.0,2011.0,0.602,27.930555555555557
Nerlens Noel,OKC,61.0,1127.0,0.711,18.475409836065573
Nic Claxton,BRK,15.0,187.0,0.577,12.466666666666667
Nickeil Alexander-Walker,NOP,47.0,591.0,0.473,12.574468085106384
Nicolas Batum,CHO,22.0,505.0,0.463,22.954545454545453
Nicolò Melli,NOP,60.0,1042.0,0.556,17.366666666666667
Nigel Williams-Goss,UTA,10.0,50.0,0.415,5.0
Nikola Jokić,DEN,73.0,2336.0,0.605,32.0
Nikola Vučević,ORL,62.0,1998.0,0.549,32.225806451612904
Noah Vonleh,2TM,36.0,377.0,0.622,10.472222222222221
Norman Powell,TOR,52.0,1479.0,0.624,28.442307692307693
Norvel Pelle,PHI,24.0,232.0,0.526,9.666666666666666
OG Anunoby,TOR,69.0,2066.0,0.6,29.942028985507246
Omari Spellman,GSW,49.0,886.0,0.551,18.081632653061224
Oshae Brissett,TOR,19.0,135.0,0.458,7.105263157894737
Otto Porter Jr.,CHI,14.0,331.0,0.55,23.642857142857142
P.J. Tucker,HOU,72.0,2467.0,0.559,34.263888888888886
P.J. Washington,CHO,58.0,1759.0,0.547,30.32758620689655
PJ Dozier,DEN,29.0,412.0,0.495,14.206896551724139
Pascal Siakam,TOR,60.0,2110.0,0.554,35.166666666666664
Pat Connaughton,MIL,67.0,1243.0,0.565,18.55223880597015
Patrick Beverley,LAC,51.0,1342.0,0.56,26.313725490196077
Patrick McCaw,TOR,37.0,908.0,0.5,24.54054054054054
Patrick Patterson,LAC,59.0,776.0,0.58,13.152542372881356
Patty Mills,SAS,66.0,1485.0,0.592,22.5
Paul George,LAC,48.0,1419.0,0.589,29.5625
Paul Millsap,DEN,51.0,1240.0,0.591,24.313725490196077
Paul Watson,2TM,10.0,87.0,0.517,8.7
Quinn Cook,LAL,44.0,508.0,0.509,11.545454545454545
Quinndary Weatherspoon,SAS,11.0,78.0,0.336,7.090909090909091
RJ Barrett,NYK,56.0,1704.0,0.479,30.428571428571427
Rajon Rondo,LAL,48.0,984.0,0.494,20.5
Raul Neto,PHI,54.0,668.0,0.567,12.37037037037037
Rayjon Tucker,UTA,20.0,161.0,0.584,8.05
Reggie Bullock,NYK,29.0,684.0,0.502,23.586206896551722
Reggie Jackson,2TM,31.0,743.0,0.529,23.967741935483872
Richaun Holmes,SAC,44.0,1242.0,0.681,28.227272727272727
Ricky Rubio,PHO,65.0,2016.0,0.535,31.015384615384615
Robert Covington,2TM,70.0,2137.0,0.559,30.52857142857143
Robert Williams,BOS,29.0,388.0,0.728,13.379310344827585
Robin Lopez,MIL,66.0,958.0,0.554,14.515151515151516
Rodions Kurucs,BRK,47.0,684.0,0.555,14.553191489361701
Rodney Hood,POR,21.0,619.0,0.625,29.476190476190474
Rodney McGruder,LAC,56.0,871.0,0.477,15.553571428571429
