Player,Team,G,MP,TS%,MPG
Damion Lee,GSW,32.0,375.0,0.578,11.71875
Damyean Dotson,NYK,73.0,2004.0,0.526,27.45205479452055
Daniel Hamilton,ATL,19.0,204.0,0.455,10.736842105263158
Daniel Theis,BOS,66.0,908.0,0.624,13.757575757575758
Danilo Gallinari,LAC,68.0,2059.0,0.633,30.279411764705884
Danny Green,TOR,80.0,2216.0,0.632,27.7
Dante Cunningham,SAS,64.0,928.0,0.585,14.5
Dante Exum,UTA,42.0,664.0,0.516,15.80952380952381
Danuel House Jr.,HOU,39.0,979.0,0.646,25.102564102564102
Dario Šarić,2TM,81.0,2023.0,0.563,24.97530864197531
Darius Miller,NOP,69.0,1757.0,0.55,25.463768115942027
Darren Collison,IND,76.0,2143.0,0.574,28.19736842105263
Daryl Macon,DAL,8.0,90.0,0.482,11.25
David Nwaba,CLE,51.0,984.0,0.558,19.294117647058822
Davon Reed,IND,10.0,47.0,0.5,4.7
De'Aaron Fox,SAC,81.0,2546.0,0.544,31.432098765432098
De'Anthony Melton,PHO,50.0,984.0,0.466,19.68
DeAndre Jordan,2TM,69.0,2047.0,0.674,29.666666666666668
DeAndre' Bembry,ATL,82.0,1931.0,0.508,23.548780487804876
DeMar DeRozan,SAS,77.0,2688.0,0.542,34.90909090909091
DeMarcus Cousins,GSW,30.0,771.0,0.562,25.7
DeMarre Carroll,BRK,67.0,1703.0,0.546,25.417910447761194
DeVaughn Akoon-Purcell,DEN,7.0,22.0,0.322,3.142857142857143
Deandre Ayton,PHO,71.0,2183.0,0.608,30.746478873239436
Delon Wright,2TM,75.0,1699.0,0.523,22.653333333333332
Demetrius Jackson,PHI,6.0,39.0,0.656,6.5
Deng Adel,CLE,19.0,194.0,0.424,10.210526315789474
Dennis Schröder,OKC,79.0,2314.0,0.508,29.29113924050633
Dennis Smith Jr.,2TM,53.0,1508.0,0.502,28.452830188679247
Deonte Burton,OKC,32.0,240.0,0.47,7.5
Derrick Favors,UTA,76.0,1766.0,0.624,23.236842105263158
Derrick Jones Jr.,MIA,60.0,1153.0,0.559,19.216666666666665
Derrick Rose,MIN,51.0,1392.0,0.557,27.294117647058822
Derrick White,SAS,67.0,1728.0,0.555,25.791044776119403
Devin Booker,PHO,64.0,2242.0,0.584,35.03125
Devin Harris,DAL,68.0,1071.0,0.527,15.75
Devin Robinson,WAS,7.0,95.0,0.616,13.571428571428571
Devonte' Graham,CHO,46.0,676.0,0.459,14.695652173913043
Dewayne Dedmon,ATL,64.0,1609.0,0.602,25.140625
Deyonta Davis,ATL,9.0,118.0,0.682,13.11111111111111
Dillon Brooks,MEM,18.0,330.0,0.499,18.333333333333332
Dion Waiters,MIA,44.0,1138.0,0.53,25.863636363636363
Dirk Nowitzki,DAL,51.0,795.0,0.469,15.588235294117647
Domantas Sabonis,IND,74.0,1838.0,0.63,24.83783783783784
Donatas Motiejūnas,SAS,3.0,13.0,0.436,4.333333333333333
Donovan Mitchell,UTA,77.0,2598.0,0.537,33.74025974025974
Donte DiVincenzo,MIL,27.0,411.0,0.507,15.222222222222221
Donte Grantham,OKC,3.0,2.0,0.0,0.6666666666666666
Dorian Finney-Smith,DAL,81.0,1985.0,0.53,24.506172839506174
Doug McDermott,IND,77.0,1340.0,0.617,17.4025974025974
Dragan Bender,PHO,46.0,826.0,0.521,17.956521739130434
Draymond Green,GSW,66.0,2065.0,0.526,31.28787878787879
Drew Eubanks,SAS,23.0,113.0,0.646,4.913043478260869
Duncan Robinson,MIA,15.0,161.0,0.514,10.733333333333333
Dusty Hannahs,MEM,2.0,26.0,0.311,13.0
Dwayne Bacon,CHO,43.0,759.0,0.57,17.651162790697676
Dwight Howard,WAS,9.0,230.0,0.638,25.555555555555557
Dwight Powell,DAL,77.0,1662.0,0.682,21.584415584415584
Dwyane Wade,MIA,72.0,1885.0,0.51,26.180555555555557
Dāvis Bertāns,SAS,76.0,1632.0,0.632,21.473684210526315
Džanan Musa,BRK,9.0,39.0,0.415,4.333333333333333
E'Twaun Moore,NOP,53.0,1463.0,0.567,27.60377358490566
Ed Davis,BRK,81.0,1446.0,0.632,17.85185185185185
Edmond Sumner,IND,23.0,210.0,0.443,9.130434782608695
Ekpe Udoh,UTA,51.0,320.0,0.698,6.2745098039215685
Elfrid Payton,NOP,42.0,1250.0,0.502,29.761904761904763
Elie Okobo,PHO,53.0,958.0,0.489,18.07547169811321
Emanuel Terry,2TM,3.0,23.0,0.571,7.666666666666667
Emmanuel Mudiay,NYK,59.0,1607.0,0.531,27.23728813559322
Enes Freedom,2TM,67.0,1640.0,0.594,24.47761194029851
Eric Bledsoe,MIL,78.0,2272.0,0.577,29.128205128205128
Eric Gordon,HOU,68.0,2158.0,0.549,31.735294117647058
Eric Moreland,2TM,5.0,43.0,0.5,8.6
Ersan İlyasova,MIL,67.0,1231.0,0.548,18.37313432835821
Evan Fournier,ORL,81.0,2553.0,0.536,31.51851851851852
Evan Turner,POR,73.0,1605.0,0.504,21.986301369863014
Frank Jackson,NOP,61.0,1169.0,0.517,19.16393442622951
Frank Kaminsky,CHO,47.0,755.0,0.587,16.06382978723404
Frank Mason III,SAC,38.0,435.0,0.502,11.447368421052632
Frank Ntilikina,NYK,43.0,904.0,0.417,21.023255813953487
Fred VanVleet,TOR,64.0,1760.0,0.539,27.5
Furkan Korkmaz,PHI,48.0,679.0,0.528,14.145833333333334
Garrett Temple,2TM,75.0,2040.0,0.543,27.2
Gary Clark,HOU,51.0,641.0,0.48,12.568627450980392
Gary Harris,DEN,57.0,1639.0,0.526,28.75438596491228
Gary Payton II,WAS,3.0,16.0,0.688,5.333333333333333
Gary Trent Jr.,POR,15.0,111.0,0.377,7.4
George Hill,2TM,60.0,1302.0,0.554,21.7
Georges Niang,UTA,59.0,516.0,0.613,8.745762711864407
Gerald Green,HOU,73.0,1473.0,0.555,20.17808219178082
Giannis Antetokounmpo,MIL,72.0,2358.0,0.644,32.75
Glenn Robinson III,DET,47.0,610.0,0.511,12.97872340425532
Goran Dragić,MIA,36.0,991.0,0.517,27.52777777777778
Gordon Hayward,BOS,72.0,1863.0,0.575,25.875
Gorgui Dieng,MIN,76.0,1031.0,0.572,13.56578947368421
Grayson Allen,UTA,38.0,416.0,0.516,10.947368421052632
Greg Monroe,3TM,43.0,480.0,0.521,11.162790697674419
Guerschon Yabusele,BOS,41.0,251.0,0.542,6.121951219512195
Hamidou Diallo,OKC,51.0,526.0,0.497,10.313725490196079
Harrison Barnes,2TM,77.0,2533.0,0.55,32.896103896103895
Harry Giles,SAC,58.0,820.0,0.526,14.137931034482758
Hassan Whiteside,MIA,72.0,1674.0,0.564,23.25
Haywood Highsmith,PHI,5.0,40.0,0.414,8.0
Henry Ellenson,2TM,19.0,259.0,0.538,13.631578947368421
Ian Clark,NOP,60.0,973.0,0.502,16.216666666666665
Ian Mahinmi,WAS,34.0,498.0,0.531,14.647058823529411
Ike Anigbogu,IND,3.0,6.0,0.0,2.0
Iman Shumpert,2TM,62.0,1481.0,0.499,23.887096774193548
Isaac Bonga,LAL,22.0,120.0,0.24,5.454545454545454
Isaac Humphries,ATL,5.0,56.0,0.357,11.2
Isaiah Briscoe,ORL,39.0,559.0,0.455,14.333333333333334
Isaiah Canaan,3TM,30.0,629.0,0.518,20.966666666666665
Isaiah Hartenstein,HOU,28.0,221.0,0.562,7.892857142857143
Isaiah Hicks,NYK,3.0,32.0,0.588,10.666666666666666
Isaiah Thomas,DEN,12.0,181.0,0.437,15.083333333333334
Ish Smith,DET,56.0,1251.0,0.485,22.339285714285715
Ivan Rabb,MEM,49.0,721.0,0.586,14.714285714285714
Ivica Zubac,2TM,59.0,1040.0,0.604,17.627118644067796
J.J. Barea,DAL,38.0,752.0,0.495,19.789473684210527
J.P. Macura,CHO,2.0,17.0,0.333,8.5
J.R. Smith,CLE,11.0,222.0,0.444,20.181818181818183
JJ Redick,PHI,76.0,2379.0,0.602,31.30263157894737
JaKarr Sampson,CHI,4.0,127.0,0.633,31.75
JaMychal Green,2TM,65.0,1371.0,0.587,21.092307692307692
JaVale McGee,LAL,75.0,1671.0,0.634,22.28
Jabari Parker,2TM,64.0,1724.0,0.56,26.9375
Jacob Evans,GSW,30.0,204.0,0.374,6.8
Jae Crowder,UTA,80.0,2166.0,0.538,27.075
Jahlil Okafor,NOP,59.0,935.0,0.603,15.847457627118644
Jake Layman,POR,71.0,1327.0,0.594,18.690140845070424
Jakob Poeltl,SAS,77.0,1273.0,0.64,16.532467532467532
Jalen Brunson,DAL,73.0,1591.0,0.549,21.794520547945204
Jalen Jones,CLE,16.0,214.0,0.548,13.375
Jamal Crawford,PHO,64.0,1211.0,0.522,18.921875
Jamal Murray,DEN,75.0,2447.0,0.538,32.626666666666665
James Ennis III,2TM,58.0,1230.0,0.59,21.20689655172414
James Harden,HOU,78.0,2867.0,0.616,36.756410256410255
James Johnson,MIA,55.0,1164.0,0.522,21.163636363636364
James Nunnally,2TM,15.0,102.0,0.503,6.8
Jared Dudley,BRK,59.0,1220.0,0.554,20.677966101694917
Jared Terrell,MIN,14.0,111.0,0.372,7.928571428571429
Jarell Martin,ORL,42.0,328.0,0.528,7.809523809523809
Jaren Jackson Jr.,MEM,58.0,1515.0,0.591,26.120689655172413
Jaron Blossomgame,CLE,27.0,439.0,0.51,16.25925925925926
Jarred Vanderbilt,DEN,17.0,69.0,0.513,4.0588235294117645
Jarrett Allen,BRK,80.0,2096.0,0.632,26.2
Jason Smith,3TM,20.0,190.0,0.492,9.5
Jawun Evans,2TM,8.0,65.0,0.214,8.125
Jaylen Adams,ATL,34.0,428.0,0.474,12.588235294117647
Jaylen Brown,BOS,74.0,1913.0,0.547,25.85135135135135
Jaylen Morris,MIL,4.0,29.0,0.46,7.25
Jayson Tatum,BOS,79.0,2455.0,0.547,31.075949367088608
Jeff Green,WAS,77.0,2097.0,0.608,27.233766233766232
Jeff Teague,MIN,42.0,1264.0,0.528,30.095238095238095
Jemerrio Jones,LAL,6.0,143.0,0.398,23.833333333333332
Jerami Grant,OKC,80.0,2612.0,0.592,32.65
Jeremy Lamb,CHO,79.0,2250.0,0.552,28.481012658227847
Jeremy Lin,2TM,74.0,1436.0,0.558,19.405405405405407
Jerian Grant,ORL,60.0,939.0,0.526,15.65
Jerome Robinson,LAC,33.0,320.0,0.491,9.696969696969697
Jerryd Bayless,MIN,34.0,657.0,0.431,19.323529411764707
Jevon Carter,MEM,39.0,577.0,0.432,14.794871794871796
Jimmer Fredette,PHO,6.0,65.0,0.348,10.833333333333334
Jimmy Butler,2TM,65.0,2185.0,0.571,33.61538461538461
Joakim Noah,MEM,42.0,693.0,0.571,16.5
Jodie Meeks,TOR,8.0,104.0,0.647,13.0
Joe Chealey,CHO,1.0,8.0,0.333,8.0
Joe Harris,BRK,76.0,2293.0,0.645,30.17105263157895
Joe Ingles,UTA,82.0,2568.0,0.581,31.317073170731707
Joel Embiid,PHI,64.0,2154.0,0.593,33.65625
John Collins,ATL,61.0,1829.0,0.627,29.983606557377048
John Henson,MIL,14.0,188.0,0.553,13.428571428571429
John Jenkins,2TM,26.0,333.0,0.536,12.807692307692308
John Wall,WAS,32.0,1104.0,0.527,34.5
Johnathan Motley,LAC,22.0,156.0,0.563,7.090909090909091
Johnathan Williams,LAL,24.0,372.0,0.599,15.5
Jon Leuer,DET,41.0,402.0,0.616,9.804878048780488
Jonah Bolden,PHI,44.0,639.0,0.595,14.522727272727273
Jonas Jerebko,GSW,73.0,1218.0,0.588,16.684931506849313
Jonas Valančiūnas,2TM,49.0,1091.0,0.616,22.26530612244898
Jonathan Isaac,ORL,75.0,1996.0,0.537,26.613333333333333
Jonathon Simmons,2TM,56.0,1064.0,0.466,19.0
Jordan Bell,GSW,68.0,788.0,0.531,11.588235294117647
Jordan Clarkson,CLE,81.0,2214.0,0.539,27.333333333333332
Jordan Loyd,TOR,12.0,55.0,0.635,4.583333333333333
Jordan McRae,WAS,27.0,333.0,0.55,12.333333333333334
Jordan Sibert,ATL,1.0,4.0,1.5,4.0
Josh Hart,LAL,67.0,1715.0,0.526,25.597014925373134
Josh Jackson,PHO,79.0,1988.0,0.487,25.164556962025316
Josh Okogie,MIN,74.0,1757.0,0.492,23.743243243243242
Josh Richardson,MIA,73.0,2539.0,0.536,34.78082191780822
José Calderón,DET,49.0,632.0,0.453,12.89795918367347
Jrue Holiday,NOP,67.0,2402.0,0.555,35.850746268656714
Juancho Hernangómez,DEN,70.0,1358.0,0.58,19.4
Julian Washburn,MEM,18.0,254.0,0.402,14.11111111111111
Julius Randle,NOP,73.0,2232.0,0.6,30.575342465753426
Justin Anderson,ATL,48.0,463.0,0.516,9.645833333333334
Justin Holiday,2TM,82.0,2607.0,0.52,31.79268292682927
Justin Jackson,2TM,81.0,1614.0,0.561,19.925925925925927
Justin Patton,PHI,3.0,21.0,0.317,7.0
Justise Winslow,MIA,66.0,1959.0,0.513,29.681818181818183
Jusuf Nurkić,POR,72.0,1974.0,0.57,27.416666666666668
Kadeem Allen,NYK,19.0,416.0,0.574,21.894736842105264
Kalin Lucas,DET,1.0,6.0,0.532,6.0
Karl-Anthony Towns,MIN,77.0,2545.0,0.622,33.05194805194805
Kawhi Leonard,TOR,60.0,2040.0,0.606,34.0
Keita Bates-Diop,MIN,30.0,503.0,0.489,16.766666666666666
Kelly Olynyk,MIA,79.0,1812.0,0.61,22.936708860759495
Kelly Oubre Jr.,2TM,69.0,1935.0,0.551,28.043478260869566
Kemba Walker,CHO,82.0,2863.0,0.558,34.91463414634146
Kenneth Faried,2TM,37.0,728.0,0.622,19.675675675675677
Kenrich Williams,NOP,46.0,1079.0,0.485,23.456521739130434
Kent Bazemore,ATL,67.0,1643.0,0.507,24.52238805970149
Kentavious Caldwell-Pope,LAL,82.0,2035.0,0.568,24.817073170731707
Kevin Durant,GSW,78.0,2702.0,0.631,34.64102564102564
Kevin Huerter,ATL,75.0,2048.0,0.533,27.30666666666667
Kevin Knox,NYK,75.0,2158.0,0.475,28.773333333333333
Kevin Love,CLE,22.0,598.0,0.561,27.181818181818183
Kevon Looney,GSW,80.0,1481.0,0.636,18.5125
Khem Birch,ORL,50.0,643.0,0.64,12.86
Khris Middleton,MIL,77.0,2393.0,0.558,31.07792207792208
Khyri Thomas,DET,26.0,195.0,0.413,7.5
Klay Thompson,GSW,78.0,2652.0,0.571,34.0
Kosta Koufos,SAC,42.0,502.0,0.477,11.952380952380953
Kostas Antetokounmpo,DAL,2.0,11.0,0.21,5.5
Kris Dunn,CHI,46.0,1389.0,0.484,30.195652173913043
Kyle Anderson,MEM,43.0,1281.0,0.569,29.790697674418606
Kyle Korver,2TM,70.0,1334.0,0.582,19.057142857142857
Kyle Kuzma,LAL,70.0,2314.0,0.546,33.05714285714286
Kyle Lowry,TOR,65.0,2213.0,0.562,34.04615384615385
Kyle O'Quinn,IND,45.0,371.0,0.537,8.244444444444444
Kyrie Irving,BOS,67.0,2214.0,0.592,33.04477611940298
LaMarcus Aldridge,SAS,81.0,2687.0,0.576,33.17283950617284
Lance Stephenson,LAL,68.0,1123.0,0.529,16.514705882352942
Lance Thomas,NYK,46.0,783.0,0.482,17.02173913043478
Landry Shamet,2TM,79.0,1802.0,0.604,22.810126582278482
Langston Galloway,DET,80.0,1745.0,0.534,21.8125
Larry Nance Jr.,CLE,67.0,1795.0,0.583,26.791044776119403
Lauri Markkanen,CHI,52.0,1682.0,0.553,32.34615384615385
LeBron James,LAL,55.0,1937.0,0.588,35.21818181818182
Lonnie Walker IV,SAS,17.0,118.0,0.446,6.9411764705882355
Lonzo Ball,LAL,47.0,1423.0,0.487,30.27659574468085
Lorenzo Brown,TOR,26.0,212.0,0.38,8.153846153846153
Lou Williams,LAC,75.0,1993.0,0.554,26.573333333333334
Luc Mbah a Moute,LAC,4.0,61.0,0.495,15.25
Luka Dončić,DAL,72.0,2318.0,0.545,32.19444444444444
Luke Kennard,DET,63.0,1437.0,0.56,22.80952380952381
Luke Kornet,NYK,46.0,784.0,0.531,17.043478260869566
Luol Deng,MIN,22.0,392.0,0.588,17.818181818181817
Malachi Richardson,TOR,22.0,103.0,0.481,4.681818181818182
Malcolm Brogdon,MIL,64.0,1832.0,0.614,28.625
Malcolm Miller,TOR,10.0,67.0,0.63,6.7
Malik Beasley,DEN,81.0,1879.0,0.599,23.19753086419753
Malik Monk,CHO,73.0,1258.0,0.518,17.232876712328768
MarShon Brooks,MEM,29.0,387.0,0.518,13.344827586206897
Marc Gasol,2TM,79.0,2436.0,0.546,30.835443037974684
Marcin Gortat,LAC,47.0,751.0,0.562,15.97872340425532
Marco Belinelli,SAS,79.0,1815.0,0.557,22.974683544303797
Marcus Derrickson,GSW,11.0,67.0,0.653,6.090909090909091
Marcus Morris,BOS,75.0,2091.0,0.568,27.88
Marcus Smart,BOS,80.0,2200.0,0.568,27.5
Mario Hezonja,NYK,58.0,1206.0,0.497,20.79310344827586
Markelle Fultz,PHI,19.0,427.0,0.452,22.473684210526315
Markieff Morris,2TM,58.0,1270.0,0.521,21.896551724137932
Marquese Chriss,2TM,43.0,499.0,0.455,11.604651162790697
Marvin Bagley III,SAC,62.0,1567.0,0.562,25.274193548387096
Marvin Williams,CHO,75.0,2133.0,0.548,28.44
Mason Plumlee,DEN,82.0,1731.0,0.602,21.109756097560975
Matthew Dellavedova,2TM,48.0,812.0,0.532,16.916666666666668
Maurice Harkless,POR,60.0,1415.0,0.547,23.583333333333332
Maxi Kleber,DAL,71.0,1502.0,0.579,21.154929577464788
Melvin Frazier,ORL,10.0,44.0,0.33,4.4
Meyers Leonard,POR,61.0,878.0,0.675,14.39344262295082
Michael Beasley,LAL,26.0,277.0,0.532,10.653846153846153
Michael Carter-Williams,2TM,28.0,372.0,0.458,13.285714285714286
Michael Kidd-Gilchrist,CHO,64.0,1179.0,0.553,18.421875
Mikal Bridges,PHO,82.0,2417.0,0.556,29.475609756097562
Mike Conley,MEM,70.0,2342.0,0.569,33.457142857142856
Mike Muscala,2TM,64.0,1306.0,0.564,20.40625
Mike Scott,2TM,79.0,1395.0,0.528,17.658227848101266
Miles Bridges,CHO,80.0,1696.0,0.548,21.2
Miles Plumlee,ATL,18.0,173.0,0.654,9.61111111111111
Miloš Teodosić,LAC,15.0,150.0,0.557,10.0
Mitch Creek,2TM,5.0,48.0,0.55,9.6
Mitchell Robinson,NYK,66.0,1360.0,0.692,20.606060606060606
Mo Bamba,ORL,47.0,766.0,0.539,16.29787234042553
Monte Morris,DEN,82.0,1970.0,0.577,24.024390243902438
Montrezl Harrell,LAC,82.0,2158.0,0.636,26.317073170731707
Moritz Wagner,LAL,43.0,446.0,0.533,10.372093023255815
Myles Turner,IND,74.0,2119.0,0.567,28.635135135135137
Naz Mitrou-Long,UTA,14.0,84.0,0.383,6.0
Nemanja Bjelica,SAC,77.0,1788.0,0.585,23.22077922077922
Nenê,HOU,42.0,546.0,0.552,13.0
Nerlens Noel,OKC,77.0,1055.0,0.608,13.7012987012987
Nick Young,DEN,4.0,37.0,0.5,9.25
Nicolas Batum,CHO,75.0,2354.0,0.581,31.386666666666667
Nik Stauskas,2TM,68.0,1015.0,0.545,14.926470588235293
Nikola Jokić,DEN,80.0,2504.0,0.589,31.3
Nikola Mirotić,2TM,46.0,1245.0,0.584,27.065217391304348
Nikola Vučević,ORL,80.0,2510.0,0.573,31.375
Noah Vonleh,NYK,68.0,1722.0,0.561,25.323529411764707
Norman Powell,TOR,60.0,1126.0,0.596,18.766666666666666
OG Anunoby,TOR,67.0,1352.0,0.544,20.17910447761194
Okaro White,WAS,3.0,6.0,0.0,2.0
Omari Spellman,ATL,46.0,805.0,0.516,17.5
Omri Casspi,MEM,36.0,520.0,0.606,14.444444444444445
Otto Porter Jr.,2TM,56.0,1683.0,0.569,30.053571428571427
P.J. Tucker,HOU,82.0,2802.0,0.547,34.170731707317074
PJ Dozier,BOS,6.0,51.0,0.434,8.5
Pascal Siakam,TOR,80.0,2548.0,0.628,31.85
Pat Connaughton,MIL,61.0,1261.0,0.573,20.672131147540984
Patrick Beverley,LAC,78.0,2137.0,0.561,27.397435897435898
Patrick McCaw,2TM,29.0,397.0,0.532,13.689655172413794
Patrick Patterson,OKC,63.0,861.0,0.493,13.666666666666666
Patty Mills,SAS,82.0,1908.0,0.572,23.26829268292683
Pau Gasol,2TM,30.0,360.0,0.529,12.0
Paul George,OKC,77.0,2841.0,0.583,36.896103896103895
Paul Millsap,DEN,70.0,1895.0,0.57,27.071428571428573
Quincy Acy,PHO,10.0,123.0,0.379,12.3
Quincy Pondexter,SAS,53.0,292.0,0.641,5.509433962264151
Quinn Cook,GSW,74.0,1059.0,0.565,14.31081081081081
R.J. Hunter,BOS,1.0,26.0,0.612,26.0
Rajon Rondo,LAL,46.0,1369.0,0.473,29.76086956521739
Raul Neto,UTA,37.0,474.0,0.558,12.81081081081081
Rawle Alkins,CHI,10.0,120.0,0.418,12.0
Ray Spalding,2TM,14.0,148.0,0.516,10.571428571428571
Raymond Felton,OKC,33.0,379.0,0.505,11.484848484848484
Reggie Bullock,2TM,63.0,1879.0,0.563,29.825396825396826
Reggie Jackson,DET,82.0,2289.0,0.547,27.914634146341463
Richaun Holmes,PHO,70.0,1184.0,0.647,16.914285714285715
Ricky Rubio,UTA,68.0,1899.0,0.52,27.926470588235293
Robert Covington,2TM,35.0,1203.0,0.58,34.371428571428574
Robert Williams,BOS,32.0,283.0,0.703,8.84375
Robin Lopez,CHI,74.0,1606.0,0.598,21.7027027027027
Rodions Kurucs,BRK,63.0,1294.0,0.545,20.53968253968254
Rodney Hood,2TM,72.0,1893.0,0.545,26.291666666666668
Rodney McGruder,MIA,66.0,1550.0,0.51,23.484848484848484
Ron Baker,2TM,15.0,152.0,0.309,10.133333333333333
Rondae Hollis-Jefferson,BRK,59.0,1234.0,0.464,20.915254237288135
Royce O'Neale,UTA,82.0,1671.0,0.589,20.378048780487806
Rudy Gay,SAS,69.0,1842.0,0.583,26.695652173913043
Rudy Gobert,UTA,81.0,2577.0,0.682,31.814814814814813
Russell Westbrook,OKC,73.0,2630.0,0.501,36.02739726027397
Ryan Anderson,2TM,25.0,322.0,0.414,12.88
Ryan Arcidiacono,CHI,81.0,1961.0,0.588,24.209876543209877
Ryan Broekhoff,DAL,42.0,453.0,0.621,10.785714285714286
