,name,height_inches,wingspan_inches,relative
154,Isaiah Joe,75.0,79.5,4.5
155,Isaiah Stewart,79.25,88.75,9.5
156,Ivica Zubac,83.5,88.0,4.5
157,JD Davison,72.5,78.5,6.0
158,JT Thor,80.5,87.25,6.75
159,Ja Morant,74.5,78.0,3.5
160,Ja'Kobe Walter,76.25,82.0,5.75
161,Jabari Smith Jr.,82.5,85.0,2.5
162,Jabari Walker,78.75,82.75,4.0
163,Jaden Hardy,75.5,81.0,5.5
164,Jaden Ivey,75.5,81.0,5.5
165,Jaden McDaniels,81.0,83.0,2.0
166,Jaden Springer,75.0,79.75,4.75
167,Jae Crowder,76.75,81.25,4.5
168,Jae'Sean Tate,76.0,80.0,4.0
169,Jaime Jaquez Jr.,78.0,81.5,3.5
170,Jake LaRavia,78.75,81.5,2.75
171,Jakob Poeltl,84.25,86.75,2.5
172,Jalen Brunson,73.0,76.0,3.0
173,Jalen Duren,82.25,89.0,6.75
174,Jalen Green,76.0,79.5,3.5
175,Jalen Hood-Schifino,76.25,82.25,6.0
176,Jalen Johnson,79.75,84.25,4.5
177,Jalen Pickett,74.0,79.25,5.25
178,Jalen Smith,81.25,86.25,5.0
179,Jalen Suggs,75.5,77.5,2.0
180,Jalen Williams,76.5,86.25,9.75
181,Jalen Wilson,77.5,80.0,2.5
182,Jamal Murray,75.5,78.5,3.0
183,Jamal Shead,72.25,75.0,2.75
184,James Harden,76.0,82.75,6.75
185,Jarace Walker,78.5,86.5,8.0
186,Jared McCain,74.0,75.5,1.5
187,Jaren Jackson Jr.,81.75,89.25,7.5
188,Jarred Vanderbilt,80.5,85.0,4.5
189,Jarrett Allen,81.0,89.25,8.25
190,Jaxson Hayes,82.25,87.5,5.25
191,Jaylen Brown,77.25,83.75,6.5
192,Jaylen Clark,76.0,81.0,5.0
193,Jaylen Wells,78.5,79.25,0.75
194,Jaylin Williams,80.75,85.0,4.25
195,Jaylon Tyson,77.5,80.0,2.5
196,Jayson Tatum,79.5,83.0,3.5
197,Jeff Green,79.0,85.25,6.25
198,Jerami Grant,78.5,86.75,8.25
199,Jeremiah Robinson-Earl,79.75,81.75,2.0
200,Jeremy Sochan,80.5,83.75,3.25
201,Jericho Sims,82.0,87.0,5.0
202,Jett Howard,80.0,81.0,1.0
203,Jevon Carter,72.25,76.25,4.0
204,Jimmy Butler,78.0,79.5,1.5
205,Jock Landale,83.0,86.0,3.0
206,Joe Ingles,79.75,82.25,2.5
207,Joel Embiid,83.75,89.0,5.25
208,John Collins,80.25,83.25,3.0
209,John Konchar,76.75,80.0,3.25
210,Johnny Furphy,79.5,80.0,0.5
211,Jonas Valančiūnas,83.0,89.0,6.0
212,Jonathan Isaac,82.5,85.0,2.5
213,Jonathan Kuminga,79.0,83.25,4.25
214,Jonathan Mogbo,78.25,86.0,7.75
215,Jordan Clarkson,75.25,80.0,4.75
216,Jordan Hawkins,76.25,78.75,2.5
217,Jordan McLaughlin,71.0,76.5,5.5
218,Jordan Miller,76.5,83.75,7.25
219,Jordan Poole,75.5,78.75,3.25
220,Jordan Walsh,77.75,85.75,8.0
221,Jose Alvarado,71.0,73.0,2.0
222,Josh Christopher,75.25,81.25,6.0
223,Josh Giddey,80.0,79.5,-0.5
224,Josh Green,76.5,81.75,5.25
225,Josh Hart,75.75,80.25,4.5
226,Josh Minott,79.5,83.75,4.25
227,Josh Okogie,75.0,84.0,9.0
228,Jrue Holiday,75.25,79.0,3.75
229,Julian Champagnie,79.0,82.0,3.0
230,Julian Phillips,78.75,83.5,4.75
231,Julian Strawther,78.0,81.25,3.25
232,Julius Randle,79.75,84.0,4.25
233,Jusuf Nurkić,83.5,86.0,2.5
234,KJ Martin,78.0,79.25,1.25
235,Karl-Anthony Towns,83.0,87.5,4.5
236,Kawhi Leonard,78.0,87.0,9.0
237,Keegan Murray,80.0,83.0,3.0
238,Kel'el Ware,83.75,88.5,4.75
239,Keldon Johnson,76.75,81.25,4.5
240,Kelly Olynyk,82.75,81.75,-1.0
241,Kelly Oubre Jr.,77.75,86.25,8.5
242,Kenrich Williams,78.0,79.25,1.25
243,Kentavious Caldwell-Pope,76.5,80.0,3.5
244,Keon Ellis,75.5,80.5,5.0
245,Keon Johnson,75.5,79.25,3.75
246,Kessler Edwards,79.0,83.25,4.25
247,Kevin Durant,81.0,88.75,7.75
248,Kevin Huerter,78.25,79.5,1.25
249,Kevin Love,79.75,83.25,3.5
250,Kevin McCullar Jr.,77.25,81.0,3.75
251,Kevon Looney,80.0,87.5,7.5
252,Keyonte George,76.0,78.0,2.0
253,Khris Middleton,78.75,82.75,4.0
254,Klay Thompson,77.75,81.0,3.25
255,Kobe Bufkin,76.25,79.75,3.5
256,Kris Dunn,75.0,81.0,6.0
257,Kris Murray,79.75,83.75,4.0
258,Kristaps Porziņģis,86.5,90.0,3.5
259,Kyle Anderson,79.5,86.75,7.25
260,Kyle Filipowski,82.75,82.5,-0.25
261,Kyle Kuzma,80.0,79.0,-1.0
262,Kyle Lowry,71.75,74.0,2.25
263,Kyrie Irving,73.75,76.0,2.25
264,Kyshawn George,79.0,82.25,3.25
265,LaMelo Ball,78.0,80.0,2.0
266,Lamar Stevens,77.75,81.0,3.25
267,Landry Shamet,76.0,78.75,2.75
268,Larry Nance Jr.,79.5,85.5,6.0
269,Lauri Markkanen,83.0,83.0,0.0
270,LeBron James,80.5,84.25,3.75
271,Leonard Miller,81.25,86.0,4.75
272,Lonnie Walker IV,75.75,82.5,6.75
273,Lonzo Ball,77.25,81.0,3.75
274,Luguentz Dort,74.75,80.5,5.75
275,Luka Dončić,78.5,83.0,4.5
276,Luka Garza,82.0,85.5,3.5
277,Luke Kennard,76.5,77.25,0.75
278,Luke Kornet,85.0,85.0,0.0
279,Malaki Branham,76.0,82.0,6.0
280,Malcolm Brogdon,75.75,82.5,6.75
281,Malik Beasley,75.5,79.0,3.5
282,Malik Monk,74.25,77.0,2.75
283,MarJon Beauchamp,77.25,84.75,7.5
284,Marcus Sasser,73.25,79.0,5.75
285,Marcus Smart,74.0,81.25,7.25
286,Mark Williams,84.0,90.5,6.5
287,Markelle Fultz,75.0,81.0,6.0
288,Markieff Morris,79.75,82.75,3.0
289,Marvin Bagley III,82.5,84.0,1.5
290,Mason Plumlee,83.25,83.0,-0.25
291,Matas Buzelis,80.75,82.0,1.25
292,Matisse Thybulle,77.0,83.5,6.5
293,Max Christie,76.25,80.75,4.5
294,Max Strus,77.0,79.5,2.5
295,Maxi Kleber,81.25,82.75,1.5
296,Maxwell Lewis,78.25,84.0,5.75
297,Michael Porter Jr.,81.75,84.0,2.25
298,Mikal Bridges,77.75,85.0,7.25
299,Mike Conley,71.0,77.75,6.75
300,Miles Bridges,77.25,81.5,4.25
301,Miles McBride,73.0,80.75,7.75
302,Monte Morris,73.25,76.0,2.75
303,Moritz Wagner,82.0,84.0,2.0
304,Moses Moody,76.5,84.75,8.25
305,Mouhamed Gueye,82.25,87.25,5.0
306,Moussa Diabaté,81.25,86.5,5.25
307,Myles Turner,81.75,88.0,6.25
308,Naji Marshall,77.75,84.75,7.0
309,Naz Reid,80.75,87.25,6.5
310,Neemias Queta,82.75,88.25,5.5
311,Nic Claxton,82.0,86.5,4.5
312,Nick Richards,82.5,86.25,3.75
313,Nick Smith Jr.,77.0,80.0,3.0
314,Nickeil Alexander-Walker,76.25,81.5,5.25
315,Nicolas Batum,80.25,85.0,4.75
316,Nikola Jokić,83.5,87.0,3.5
317,Nikola Jović,81.5,84.25,2.75
318,Nikola Vučević,82.25,88.5,6.25
319,Noah Clowney,82.0,86.0,4.0
320,Norman Powell,75.0,82.75,7.75
321,OG Anunoby,78.25,86.25,8.0
322,Obi Toppin,80.75,86.0,5.25
323,Ochai Agbaji,76.5,82.25,5.75
324,Olivier-Maxence Prosper,78.75,85.0,6.25
325,Onyeka Okongwu,80.25,86.0,5.75
326,Orlando Robinson,82.0,88.0,6.0
327,Oscar Tshiebwe,79.25,87.5,8.25
328,Oso Ighodaro,81.5,83.0,1.5
329,Ousmane Dieng,81.5,84.0,2.5
330,P.J. Tucker,76.5,83.5,7.0
331,P.J. Washington,78.5,86.5,8.0
332,Pacome Dadiet,79.5,81.0,1.5
333,Paolo Banchero,81.0,84.5,3.5
334,Pascal Siakam,80.25,87.25,7.0
335,Pat Connaughton,76.0,80.0,4.0
336,Patrick Baldwin Jr.,81.25,85.75,4.5
337,Patrick Williams,79.0,83.0,4.0
338,Patty Mills,71.25,74.0,2.75
339,Paul George,79.75,83.25,3.5
340,Paul Reed,81.0,85.5,4.5
341,Payton Pritchard,73.0,76.0,3.0
342,Peyton Watson,78.75,84.5,5.75
343,Precious Achiuwa,79.5,84.75,5.25
344,Quentin Grimes,76.0,79.75,3.75
345,RJ Barrett,77.0,82.0,5.0
346,Reed Sheppard,73.75,75.25,1.5
347,Richaun Holmes,80.25,85.5,5.25
348,Rob Dillingham,73.0,75.0,2.0
349,Robert Williams,80.0,89.5,9.5
350,Ron Holland,78.5,82.75,4.25
351,Royce O'Neale,76.0,81.0,5.0
352,Rudy Gobert,84.5,92.5,8.0
353,Rui Hachimura,79.75,86.0,6.25
354,Russell Westbrook,74.25,79.75,5.5
355,Ryan Dunn,78.25,85.5,7.25
356,Ryan Rollins,74.0,81.75,7.75
357,Sam Hauser,78.75,81.25,2.5
358,Sam Merrill,75.5,77.0,1.5
359,Sandro Mamukelashvili,81.0,85.25,4.25
360,Santi Aldama,82.75,83.0,0.25
361,Scoot Henderson,74.0,81.0,7.0
362,Scottie Barnes,79.0,86.75,7.75
363,Seth Curry,73.0,76.0,3.0
364,Shaedon Sharpe,76.25,83.5,7.25
365,Shai Gilgeous-Alexander,76.5,83.5,7.0
366,Shake Milton,76.5,84.75,8.25
367,Sidy Cissoko,77.5,81.75,4.25
368,Spencer Dinwiddie,76.5,80.25,3.75
369,Stephen Curry,74.0,75.5,1.5
370,Stephon Castle,77.5,81.0,3.5
371,Steven Adams,82.75,88.5,5.75
372,Svi Mykhailiuk,78.5,77.0,-1.5
373,T.J. McConnell,72.5,74.0,1.5
374,Talen Horton-Tucker,74.5,85.25,10.75
375,Tari Eason,78.75,86.0,7.25
376,Taurean Prince,78.5,83.5,5.0
377,Taylor Hendricks,80.25,84.5,4.25
378,Terance Mann,76.75,79.75,3.0
379,Terrence Shannon Jr.,77.75,80.75,3.0
380,Terry Rozier,72.5,80.25,7.75
381,Terry Taylor,76.75,83.5,6.75
382,Thomas Bryant,81.5,90.0,8.5
383,Tidjane Salaün,81.0,84.75,3.75
384,Tim Hardaway Jr.,76.5,79.0,2.5
385,Tobias Harris,78.5,83.0,4.5
386,Toumani Camara,79.0,84.5,5.5
387,Trae Young,72.5,75.0,2.5
388,Trayce Jackson-Davis,80.25,85.0,4.75
389,Tre Jones,73.0,76.0,3.0
390,Tre Mann,75.25,76.0,0.75
391,Trendon Watford,79.5,86.25,6.75
392,Trey Lyles,81.0,85.5,4.5
393,Trey Murphy III,79.5,84.0,4.5
394,Tristan Da Silva,80.25,82.25,2.0
395,Ty Jerome,76.25,76.0,-0.25
396,TyTy Washington Jr.,74.25,80.0,5.75
397,Tyler Herro,76.5,75.25,-1.25
398,Tyler Kolek,73.25,74.75,1.5
399,Tyler Smith,81.0,85.0,4.0
400,Tyrese Haliburton,76.75,79.75,3.0
401,Tyrese Maxey,74.0,79.0,5.0
402,Tyus Jones,72.5,77.0,4.5
403,Vasilije Micić,76.0,79.0,3.0
404,Victor Wembanyama,88.0,96.0,8.0
405,Vince Williams Jr.,76.0,83.0,7.0
406,Vlatko Čančar,79.75,83.0,3.25
407,Walker Kessler,84.25,88.25,4.0
408,Wendell Carter Jr.,80.75,88.5,7.75
409,Wendell Moore Jr.,76.25,84.75,8.5
410,Xavier Tillman Sr.,79.5,86.0,6.5
411,Yves Missi,82.75,86.0,3.25
412,Zaccharie Risacher,80.25,82.5,2.25
413,Zach Collins,82.25,85.0,2.75
414,Zach Edey,87.75,94.75,7.0
415,Zach LaVine,76.5,80.25,3.75
416,Zeke Nnaji,81.25,86.0,4.75
417,Ziaire Williams,80.25,82.25,2.0
418,Zion Williamson,77.75,82.5,4.75
